@relation train

@attribute Text string
@attribute Class {"pos", "neg"}

@data
"اما شارژ دهی این تبلت نیز بسیار خوب است.","pos"
"با استفاده عادی از آن مانند مرورگری اینترنت،  تماشای ویدئو،  کار با آفیس،  بازی و یا گوش دادن به موزیک،  چیزی حدود یک روز این تبلت شارژدهی می‌کند که عملکرد بسیار مناسبیست.","pos"
"این تبلت در دو نسخه 32 و 64 گیگابایتی تولید گردیده که با امکان پشتیبانی آن از کارت حافظه microSD حداکثر تا 64 گیگابایت دیگر نیز می‌توان به آن افزود که از بابت فضا برای ذخیره اطلاعات،  خیال کاربر را کاملا آسوده می‌نماید.","pos"
"همچنین بر روی این تبلت نسخه 4 از تکنولوژی بلوتوث نیز قرار دارد تا به کمک آن بتوان با سرعت بالا با دیگر گجت ها تبادل اطلاعات نمود.","pos"
"مایکروسافت برای این تبلت جذاب سنسور های مختلفی را استفاده نموده است.","pos"
"اما نهایتا در مورد دوربین این تبلت هم باید بگوییم که یک دوربین کاملا متوسط 1.2 مگاپیکسلی در قسمت جلو و یکی در قسمت پشتی آن تعبیه شده است که صرفا برای انجام مکالمات تصویری مناسب می‌باشد و در رقابت با دیگر تبلت های موجود در بازار،  هیچ حرفی برای گفتن ندارد.","neg"
"اما باید بگوییم که این دستگاه در مورد انجام وظایف خود بعنوان تبلت و لپ تاپ،  تقریبا در هیچ کدام کامل نیست و از هر یک شاید نیمی را با موفقیت پشت سر می‌گذارد.","neg"
"جذابیت‌های فراوان آن باعث گردیده که به یک تبلت جالب تبدیل گردد،  اما به هر حال باید بپذیریم که تجربه اول مایکروسافت،  بدون نقص نیست و باید منتظر انتشار تبلت های بعدی این کمپانی ( یا حداقل Surface Pro ) باشیم تا بتوانیم لذت داشتن یک تبلت-لپ تاپ را نیز تجربه نماییم.","neg"
"اما با همه این اوصاف،  بجز وجود برنامه های محدود برای نسخه RT از سیستم عامل ویندوز،  نمی‌توان ایراد عمده دیگری به این دستگاه وارد نمود و پیش بینی ما این است که تبلت Surface Pro با وجود پشتیبانی ویندوز 8 پرو از تمامی برنامه های ویندوز های پیشین،  توفیق زیادی را عاید مایکروسافت نماید.","pos"
"دوربین فیلم‌برداری GZ-MG555 از دیگر مدل‌های JVC است که کیفیت تصویری بسیار خوبی دارد.","pos"
"مشخصه‌های بسیار کارآمد و امکان ضبط بر روی هارد 30 گیگابایتی یا کارت‌های حافظه SD از دیگر ویژگی‌های این دوربین به شمار می‌روند.","pos"
"این دوربین به تکنولوژی‌های پیش‌رفته‌ای مجهز شده و می‌توان آن را از جدیدترین‌ها به شمار آورد.","pos"
"دوربین فیلم‌برداری JVC مدل GZ-MG555 به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.","pos"
"این دوربین از حساسیت خوبی بهره می‌برد که در مواردی از مدل‌های مشابه خود بهتر شده است.","pos"
"Event Selection نیز کارآیی جالبی دارد.","pos"
"با دوربین فیلم‌برداری JVC مدل GZ-MG555 دیگر برای ثبت فایل‌ها بر روی DVD یا ویرایش آن‌ها مشکلی نخواهید داشت.","pos"
"دوربین فیلم‌برداری MG555 به مجموعه نرم‌افزاری خوبی مجهز است.","pos"
"CyberLink’s PowerCinema NE برای مرور محتویات دوربین و فعال کردن کارکردهای Direct DVD/Direct Back-Up،  برنامه PowerProducer 3 NE برای ثبت آسان اطلاعات بر روی DVD و PowerDirector 5 NE Express نیز برای ویرایش تصاویر به کار می‌روند.","pos"
"سرعت شاتر این دوربین نیز نسبتا خوب است.","pos"
"تصاویر آن نیز در مقایسه با دوربین‌های مشابه کیفیت دارند.","pos"
"از تنظیمات دستی این دوربین نیز می‌توان به فوکوس،  تنظیمات نوردهی،  سرعت شاتر،  تراز سفیدی و امکان دسترسی سریع و مستقیم به بعضی قابلیت‌ها اشاره کرد.","pos"
"خوب،  همانطور که گفتیم Nokia 500 جزو نخستین گوشی‌های هوشمند نوکیا با پردازنده‌ی 1 گیگاهرتزی است که البته پیش از آن شاهد Nokia N9 به عنوان نخستین هم بوده‌ایم.","pos"
"بنابراین نوکیا 500 با وجود قیمت ارزانی که دارد، حتی از Nokia N8 معروف هم سریع‌تر است.","pos"
"این در حالی است که درون آن یک حافظه‌ی 2 گیگابایتی وجود دارد و از کارت حافظه‌ی Micro SD تا سقف 32 گیگابایت نیز پشتیبانی می‌کند.","pos"
"البته این باعث می‌شود که در هنگام استفاده از گوشی نگرانی کمتری برای مراقبت از آن داشته باشید و به هر صورت از سنت همیشگی محکم و قابل اعتماد بودن گوشی‌های نوکیا در این گوشی هم استفاده شده.","pos"
"ابعاد این گوشی خیلی جمع و جور است که این نیز بر سادگی حمل و نقل آن می‌افزاید.","pos"
"هرچند که این گوشی فلزی نیست،  ولی از پلاستیک معمولی، بسیار مقاوم‌تر می‌باشد.","pos"
"بیشتر قسمت‌های بدنه‌ی آن هم از مواد قابل بازیافت بسیار عالی ساخته شده‌اند.","pos"
"این گوشی در رنگ‌های بسیار متنوعی طراحی شده و در جعبه‌ی آن دو قاب رنگی قابل تعویض هم وجود دارند تا به راحتی بر این تنوع بیفزایید.","pos"
"طراحی گوشی نیز بسیار آرگونومیک صورت گرفته و در قسمت پشتی کاملاً زیبا می‌باشد.","pos"
"البته بهبودهایی نسبت به N8 بر روی آن مشاهده می‌شود.","pos"
"به هر صورت Symbian سیستم عاملی کاملاً با سابقه و قدیمی است و در OVI Store که فروشگاه بزرگ محصولات اپلیکیشن و بازی نوکیا است، برنامه‌های مجانی و فروشی زیادی برای دانلود وجود دارند.","pos"
"شاید سیستم عامل سیمبین به خصوص از نظر اپلیکیشن‌ها عقب‌تر از iOS و Android قرار بگیرد ولی به هر صورت سیستم عاملی کاملاً دوست‌داشتنی به خصوص برای کاربرانی که پیش از این هم به این سیستم عامل عادت کرده‌اند می‌باشد.","pos"
"به صورت پیشفرض هم برنامه‌های نسبتاً زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.","pos"
"مرورگر اینترنت آن هم بسیار عالیست و پیشرفت بسیار خوبی نسبت به نسخه‌های پیشین داشته و همچنین از محتوای Flash هم پشتیبانی می‌کند.","pos"
"این را هم بگوییم که سیستم عامل سیمبین از قدیم الایام از Multi Tasking یا اعمال چند وظیفه‌ای و Copy & Paste نیز پشتیبانی می‌کند.","pos"
"نوکیا 500 هم در عین سادگی گوشی بسیار پر امکاناتی می‌باشد به طوری که نمایشگر 3.2 اینچی لمسی خازنی آن رزولوشن خیلی خوب 360 × 640 پیکسل را ارایه می‌دهد و کیفیت 16 میلیون رنگ را دارد.","pos"
"همچنین مجهز به سنسورهای شتاب سنج برای چرخش خودکار تصویر،  قطب نمای دیجیتالی،  سنسور پروکسیمیتی و سنسور سنجش نور محیطی هم می‌باشد.","pos"
"این گوشی مجهز به WLAN برای اتصال به شبکه از طریق سرویس‌های وایرلس محلی و GPS داخلی برای استفاده از انواع اپلیکیشن‌های GPS محور هم می‌باشد.","pos"
"درون این گوشی یک باتری 1110 میلی‌آمپری جای داده شده که توانایی شارژدهی نسبتاً خوبی را به گوشی ارایه می‌دهد به طوری که می‌تواند تا 7 ساعت زمان مکالمه،  500 ساعت زمان انتظار و 35 ساعت زمان پخش موسیقی را پشتیبانی کند.","pos"
"به هر صورت همانطور که گفتیم،  Nokia 500 مناسب کاربرانی است که اولا علاقه‌مند به گوشی‌های نوکیا و سیستم عامل سیمبین هستند،  دوما اینکه یک گوشی هوشمند پر سرعت لمسی با بدنه‌ی مستحکم و نه چندان باریک می‌خواهند و در ضمن می‌خواهند قیمت معقولی را هم بپردازند.","pos"
"کار کردن با اینترفیس سیستم عامل سیمبین بسیار ساده است و امکانات بسیار خوب و اپلیکیشن‌هایی متنوع را هم ارایه می‌دهد.","pos"
"کيفيت مکالمه و صفحه نمايش بسيار بالا - سرعت عالي   باتري نسبتاً قوي - آنتن‌دهي قوي - عکس‌هاي قوي و بدون نويـز - تاچ خيلي خوب - کيفيت عالي صدا - وزن سبک  - زيبا  GPS  و Navigator  کاملا رايگان و کاربردي با نقشه ي داخل شهر هاي مهم ايران (با دانلود رايگان از  اينترنت طريق گوشي) اصفهان - تهران - کرج - قشم - مشهد - يزد - شيراز - کرمانشاه - تبريـز - قم با سخنگوي فارسي  اما معايب :  براي بازي و نرم افزار و وبگردي پيشنهاد نميشود.","pos"
"ولي در صورت استفاده از آهنگ و موسيقي متأسفانه شارژش زود تمام ميشود.","neg"
"نسبت به قيمتش گوشي خيلي خوبيه ،   سرعت خيلي خوب   تاچ عالي داره  جي پي اسش هم خيلي خوب و کارآمده  تنها ضعفش دوربينشه که لنزش ثابته و عکس هاش کيفيت خوبي نداره  باطريش هم خوبه  سبک و خوش‌دسته  در کل ارزش خريدش رو از 10 من 8 ميدم(2نمره رو هم به خاطر دوربينش ازش کم ميکنم)","pos"
"نسبت به پولي که ميدين پردازندش خوبه ولي چون پردازنده گرافيکي نداره براي بازي اصلا خوب نيست صفحه ي کوچيکش هم براي وب گردي مناسب نيست خودم يک سال اين گوشيو داشتم","neg"
"به نظر من که گوشي خوب و تقريباً عالي هستش.","pos"
"البته نبود فلاش واسه دوربينش ضعفه.","neg"
"ولي کيفيت خود دوربينش خوبه  ","pos"
"يه ساله خريدم خيلي ضعيف است بازي هم که چي بگم هيچ کدوم رو باز نميکنه ","neg"
"امکاناتش در اندازه ي قيمتش خوبه ولي اگه سيستم عامل آندرويد بود بهتر مي شد","pos"
"صداي فوق‌العاده عالي","pos"
"دوربينش 15 فريم بر ثانيه فيلم برداري ميکنه و بدنه ش ضد خش نيست و فلاش نداره.","neg"
"زود هنگ ميکنه  روشنايي کم و رزولوشن پايين و..","neg"
"به نظر من به خاطره حجم کوچکش ميتونه مفيد باشه","pos"
"گوشي بسيار عالي هستش .","pos"
"من که از وقتي خريدمش راضيم.","pos"
"اين گوشي خوبيه به نظر من ارزش خريد رو داره ولي متأسفانه فلاش نداره ولي ارزش خريد رو داره","pos"
"از nokia belle خوشم اومد ","pos"
"گوشي خوبي براي کسايي هست که انتظار يک گوشي معمولي با سيستم عامل خوب رو دارن.","pos"
"حرف نداره با توجه به اينکه دوربينش فلش نداره ولي تو روز عاليي","pos"
"من گوشي نوکيا E7 دارم و با سيستم عامل سيمبين بل تقريبا ازش راضي هستم.","pos"
"ولي به نظر من دوره ي گوشيهاي نصفه و نيمه و پر از ايراد ميان قيمت نوکيا ديگه به سر اومده.","neg"
"معايب نوکيا 500 خيلي آزاردهنده است.","neg"
"اوليش اينه که از بازيهاي سه بعدي مثل آسفالت پشتيباني نمي‌کنه.","neg"
"دوميش اينه که دوربينش عملا به هيچ دردي نميخوره.","neg"
"چون فوکوس دوربين ثابت هست و اکثر عکسها رو تار و بي‌کيفيت مي اندازه و همچنين نداشتن فلاش باعث شده که عملا شبها و در محيطهاي داخلي، شما دوربين نداشته باشيد و اين خيلي خنده داره.","neg"
"دوستاني که با گوشيشون خيلي بازي ميکنند و بازي هاي HD و با کيفيت بالا ميخوان اين گوشي مناسب نيست.","neg"
"اما به نظر من که هميشه نوکيا داشته م و الان هم نوکيا 500 دارم ، اين گوشي زياد کارايي نداره.","neg"
"در مقايسه با نوکيا 500 هم سرعتش فوق‌العاده بالاتره هم wlan سرعت خيلي بالاتر و گيرنده‌ي قويتري داره و هم برنامه هايي که اون به خاطر سيستم اندرويد ميگره خب خيلي خيلي بيشتره.","pos"
"در ضمن fit برنامه هاي آفيس رو هم پشتيباني ميکنه و پي دي اف رو هم ميخونه.","pos"
"گوشي واقعاً خوش‌دست و سريعيه.","pos"
"عکسهاي خيلي خوبي ميگيره و فيلمبرداريش درسته که 15 فريمه ولي خوبه.","pos"
"تاچش حرف نداره.","pos"
"فقط نميشه بازيهاي HD روش نصب کرد من خودم نصب کردم سرعتش کم مياره.","neg"
"با توجه به قيمتش محشره.","pos"
"دوربین اين گوشي مجهز به تشخيص چهره است و فوکوس ثابت داره سيستم عاملش هم به گفته نوکيا تا سال 2012 به سيستم عامل بل آپديت ميشه .","pos"
"اما از هر نظر گوشيه خوبيه و کار کردن باهاش راحته","pos"
"گوشي مناسب، خوب و کارايي است.","pos"
"نقطه تاريک اين گوشي، نداشتن فلاش براي دوربين است.","neg"
"PJ710v با سنسور تصویر و لنزی قوی همراه شده است.","pos"
"بعلاوه میدان دید این لنز در حالت واید بسیار گسترده است و کمینه ی فاصله ی کانونی معادل 26 میلی متر را ارائه می دهد که این عالیست.","pos"
"نمایشگر این دوربین بسیار عالیست به طوری که از نوع 3 اینچی با رزولوشن فوق العاده ی 921000 پیکسل می باشد.","pos"
"این دوربین فاقد هرگونه چشمی الکترونیکی است.","neg"
"از نظر پورت ها و اتصالات،  این دوربین کاملاً غنی است.","pos"
"خوشبختانه جای باتری این دوربین از نوع باز است و بدین ترتیب می‌توانید از باتری های بزرگتر و پرظرفیت تر چون FV70 و FV100 هم بر روی آن استفاده کنید.","pos"
"در تستی که با باتری همراه این دوربین انجام دادیم،  این دوربین توانست تا مقداری کمتر از 2 ساعت فیلم برداری را در کیفیت کاملا انجام دهد که نسبتاً خوب است.","pos"
"درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.","pos"
"واقعا از سونی انتظار نداشتیم که بتواند در این مدل نسبت به مدل پیشین این همه افزایش کیفیت فیلم برداری را ایجاد کند.","pos"
"تقریبا همه ی این عملکرد خوب در فیلم برداری شرایط ضعیف محقق شده است.","pos"
"مشخصا فیلم های این دوربین نویز کمتر،  حساسیت بیشتر به نور و رنگ های غلیظ تری دارند.","pos"
"ضبط ویدیوها در کامپرشن AVCHD 2.0 صورت می گیرد که کیفیت فوق العاده بالایی را ارائه می کند.","pos"
"این را وقتی تا کیفیت 1080p/60p Full HD همراه می کنیم واقعا نتیجه کم نظیر می شود.","pos"
"همانطور که گفتیم در سیستم لرزش گیر اپتیکال این دوربین هم پیشرفت چشمگیری نسبت به مدل های پیشین رخ داده است.","pos"
"در تست های انجام شده این سیستم به خوبی می تواند تا 85 درصد لرزش دست شما را جبران کند و در سطح بهترین دوربین ها چون Panasonic X900M قرار گیرد.","pos"
"این دوربین از نظر کنترل ها هم کاملاً غنی می باشد.","pos"
"البته همواره حلقه ی دور لنز را بیشتر دوست داریم.","pos"
"در مورد پروژکتور هم باید گفت که عملکرد آن شبیه به PJ760v است و پیشرفت چندانی نسبت به مدل پیشین نداشته.","neg"
"در کل همانطور که گفتیم،  PJ710v یک پیشرفت خیلی عالی نسبت به مدل های پیشین بوده است.","pos"
"این پیشرفت نخست در کیفیت فیلم برداری و سپس لرزش گیر تصویر رخ داده است.","pos"
"تعامل هوشمندانه با کنترل صدا و حرکت فن‌آوری جدید و پیشرفته تعامل هوشمند به شما اجازه می‌دهد تا بدون نیاز به فشار دادن دکمه با تلویزیون خود کار کنید.","pos"
"شما می‌توانید عملکردهایی مانند روشن/خاموش کردن تلویزیون،  عوض کردن کانال،  دسترسی به برنامه‌های کاربردی و گشت و گذار در اینترنت را به راحتی و تنها با اتکا به فرمان‌های ساده صوتی و حرکتی کنترل نمایید.","pos"
"شیوه کاملاً نوین تعامل با تلویزیون را تجربه کنید.","pos"
"* سطح امنیت تشخیص چهره به اندازه ورود با شناسه و اسم رمز بالا نیست.","neg"
"با محتواها و قابلیت‌های بهبود یافته تجربه مشاهده هوشمندانه‌تری داشته باشید با سه سرویس انحصاری و جدید سامسونگ – برنامه‌های کاربردی برای سرگرمی کودکان - Kids،  برنامه‌های کاربردی برای تندرستی – Fitness و برنامه‌های کاربردی برای خانواده - Family Story – وارد دنیای سرگرمی‌های آنلاین شده و از محتواهای ارتقا یافته جدید آنها بهره‌مند شوید.","pos"
"با برنامه‌های کاربردی برای تندرستی - Fitness سامسونگ می‌توانید برنامه‌های ورزشی و تمرینی خود را در منزل اجرا کنید و با قابلیت برنامه‌های کاربردی برای خانواده - Family Story سامسونگ می‌توانید مطمئن باشید که لحظات و خاطرات ارزشمند خانوادگی نه تنها ذخیره می‌شوند بلکه توسط تلویزیون هوشمند شما به اشتراک گذاشته خواهند شد.","pos"
"این قابلیت‌های جدید Smart Hub تلویزیون هوشمند سامسونگ بر غنای زندگی شما افزوده و شریک و مشاور سبک زندگی شما خواهند بود.","pos"
"تجربه مشاهده خود را با بالا بردن دقت نمایش اچ دی VOD به کیفیت حیرت‌انگیز فول اچ دی ارتقا بخشید.","pos"
"تجربه مشاهده خود را با کیفیت برتر تصویر ارتقا بخشید لذت مشاهده را با کیفیت برتر تصویر ارتقا داده و تجربه بسیار واقعی‌تر و واضح‌تر و جذاب‌تری از سرگرمی‌ها داشته باشید.","pos"
"حرکت تصاویر با قابلیت 960Hz Clear Motion Rate بسیار نرم‌تر خواهد بود تا صحنه‌های پر تحرک و هیجانی را با نهایت وضوح تماشا کنید.","pos"
"با عینک‌های 3 بعدی سامسونگ می‌توانید تصاویر خارق‌العاده 3 بعدی را با دقت فول اچ دی تماشا 1080p نمایید.","pos"
"با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.","pos"
"طراحی انقلابی و چشم‌نواز تلویزیون که زندگی شما را متحول خواهد ساخت محیط زندگی خود را با این طراحی پیچیده و شیک متحول سازید.","pos"
"طراحی جذاب و زیبای منحصر به فرد سامسونگ از حاشیه باریک بدنه استفاده می‌کند تا تجربه فراگیرتر و گسترده‌تری داشته باشید.","pos"
"در این طراحی از نمای منحنی گون جذاب و یک پایه نوآورانه استفاده شده است که در کنار هم یک شاهکار کامل هنری محسوب می‌شوند.","pos"
"تلویزیونی را کشف کنید که در آن طراحی حیرت‌انگیز و امکانات برتر مشاهده با هم ادغام شده‌اند.","pos"
"فایل‌ها و برنامه‌های خود را به اشتراک گذاشته، ذخیره ساخته و از آن‌ها لذت ببرید – راحت‌تر از همیشه به یمن وجود قابلیت‌های ارتباطی هوشمند می‌توانید تجربه مشاهده لذت‌بخش‌تر و هوشمندانه‌تری داشته باشید.","pos"
"با AllShare Play می‌توانید فیلم،  عکس و موسیقی و سایر فایل‌های چندرسانه‌ای را مستقیماً در تلویزیون خود پخش کرده و از آنها روی صفحه نمایش بزرگ لذت ببرید.","pos"
"با فن‌آوری ابری می‌توانید در مواقعی که خانه نیستید نیز بیشترین بهره را از فایل‌ها و محتواهای خویش ببرید.","pos"
"با قابلیت‌های ارتباطی بهتر می‌توانید فایل‌ها و برنامه‌های چندرسانه‌ای خود را آسان‌تر به اشتراک گذاشته و از آنها لذت ببرید.","pos"
"درود  اين محصول سامسونگ از جهات بسياري مطلوب و قابل قبول است اما بنده بعد از خريد اين محصول متوجه شدم که اولا فاقد امکان تصوير در تصوير ميباشد و همينطور بعد از استفاده از عينک سه بعدي آن توسط خودم و اعضا خانواده همگي دچار سردرد و تهوع شديم که در مقايسه با محصولات مشابه ال جي که داراي عينک پسيو هستند اين معضل بزرگيست.","neg"
"بدين معني که حداقل براي ما سه بعدي اين دستگاه غير قابل استفاده است.","neg"
"تلویزيون خوبي است بهترين قابليتي که خودم هم متعجب کرد دوربين واقعاً عالي است که روي هوا دست آدم رو تشخيص ميده و کيفيت خوبي داره که اين واقعا من رو متعجب کرد البته بايد بگم که توي نور زياد عملکرد عالي داره ولي چند نکته اي است که به عزيزاني که مي خواهند اين تلوزيون را بگيرند بگويم:  1.اگر براي قابليت هاي اين تلوزيون مي خواهيد اون را بگيرد بايد بگويم که حتما بايد شبکه بي سيم اينترنت مثل: وايمکس و وايرلس داسته باشيد .","pos"
"اگر نداشته باشيد تلوزيون اصلا کاربرد نداره  2.اين تلویزيون بسيار خوبي است ولي تو ايران زياد کارآمد نيست زيرا بيشتر برنامه هاي کاربرديش مثل برنامه اصلي ورزش تلوزيون فيلتر است و نمي تونيد از برنامه هاي کاربردي ان استفاده کنيد (البته ايران خودش چند تا برنامه و بازي عالي در سامسونگ اپس گذاشته است)  در پايان بايد به مرورگر خود تلوزيون بپردازم که واقعاً عاليه و من از اون راضي بودم ولي اگر کاربران بتوانند براي راحتي خودشون يک کيبرد و موس بي سيم هم بگيرند راحت‌تر مي توانند از مرورگر استفاده کنند و  کيفيت تلوزيون که براي شبکه هاي ايران کيفيت خوبي ندارد ولي براي فيلم هاي فول اچ دي عاليه     اميدوارم تونسته باشم راهنماييتون کرده باشم","pos"
"با فيلم هاي بسيار جالبي که ديجي کالا از نحوه کار با اين دستگاه تهيه شده، ديگه هيچ شکي باقي نمي مونه که اين تلويزيون يکي از محبوب‌ترين کالاهاي صوتي و تصويري دنياست .","pos"
"انصافاً حرف اول رو ميزنه، از هر لحاظ کامله  ","pos"
"در عين حال به تازگي شاهد ارائه سيستمهاي دربازکن تصويري هوشمند و قفلهاي درب منازل در ايران از سوي سامسونگ بوديم که شما ميتونيد با تکنولوژي NFC ارائه شده در گوشيهاي سامسونگ با بالاترين امنيت تمام منزل رو تحت کنترل داشته باشيد.","pos"
"طراحيش هم حرفه‌ايه .","pos"
"حرف نداره از کيفيت تصوير تا کيفيت ساخت و .","pos"
"اين مدل سامسونگ واقعاً جالبه و من ميتونم بگم به قول دوست عزيزمون آينده از آن سامسونگه و بهترين نمونه هاي ديجيتالي و مناسب‌ترين از لحاظ قيمت را ميشه تو محصولات سامسونگ جستجو کرد در حالي که ديگر مارکها به دنبال سود بيشتر و کيفيت کمتر هستند ولي سامسونگ بر عکس کيفيت بهتر و قيمت مناسب‌تر دارد سامسونگ در نمونه هاي فراوان از محصولات ديجيتالي که دارد مي تواند دامنه گسترده اي از خدمات را ارانته کند و اين خود تبليغاتي است براي آينده سامسونگ اين تلويزيون در مقايسه با مارک هاي مطرح مثل سوني قابليت‌هاي فراواني دارد در عين حال قيمت مناسبتري دارد ما به جاي اينکه هزينه بالايي براي تلويزيون سوني بدهيم مي توانيم با هزينه اي کمتر يک تلويزيون سامسونگ بخريم در حالي که امکانات فراواني دارد در عين حال که مزاياي اين تلويزيون ها را به خاطر مي آوريم نبايد فراموش کنيم که خدمات پس از فروش سامسونگ در ايران به خاطر دامنه سفارشات و تعدد نمايندگي ها ضعيف عمل مي کند","pos"
"این در حالیست که بر روی بدنه‌ی آن یک دستگیره‌ی بارز وجود دارد که در دست نگه داشتن دوربین را کاملاً ساده می‌کند.","pos"
"ارگونومی، طراحی و ساخت آن نیز کاملاً عالی، با کیفیت و اصولی می‌باشد تا در هنگام عکاسی تسلط کامل را بر دوربین داشته باشید.","pos"
"با اینکه تغییراتی انقلابی در HX200v نسبت به مدل پیشین ایجاد نشده،  و فقط شاهد بهبودهایی نسبتا مختصر هستیم،  ولی باز هم؛ این بهترین بودن را به HX200v هم می‌توانیم نسبت دهیم.","pos"
"فقط در همین حد اشاره می‌کنیم که علاوه بر فن آوری هایی که در این دوربین به کار رفته،  از نظر طراحی نیز یکی از بهترین‌ها می‌باشد.","pos"
"دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود،  ولی با 2 مگاپیکسل رزولوشن بیشتر.","pos"
"در نقد و بررسی HX100v اشاره کرده بودیم که کیفیت عکس‌های گرفته شده فوق‌العاده هستند.","pos"
"اما مودهای عکاسی HX200v هم بسیار متنوع هستند.","pos"
"یک ویژگی بسیار خوب دیگر در مورد این دوربین،  شارژدهی باتری آن می‌باشد که از مدل پیشین بیشتر است.","pos"
"باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.","pos"
"این را هم بگوییم که گستره‌ی سرعت شاتر HX200v از 1/4000 ثانیه تا 30 ثانیه می‌باشد که گستره‌ای کاملاً حرفه‌ای و در حد دوربین‌های DSLR سطح مبتدی است.","pos"
"همان لنز 27-810 میلی متری با توانایی زوم 30 برابر و f/2.8-5.6 که لنزی کاملاً سریع و خوب برای عکاسی در شرایط ضعیف‌تر نوری است.","pos"
"این لنز مجهز به لرزش گیر اپتیکال تصویر Steady Shot نیز هست که باعث می‌شود لرزش دست شما در عکسی که می‌گیرید تاثیر نداشته باشد تا عکس تار نشود.","pos"
"فاصله‌ی فوکوس ماکرو آن نیز 1 سانتی متر می‌باشد که عالیست.","pos"
"آخری به خصوص برای گرفتن عکس‌های ماکرو که به فوکوس دقیق احتیاج دارند بسیار عالیست چرا که وسط نمایشگر هم بزرگنمایی ایجاد می‌شود.","pos"
"ترکیب بیشینه‌ی گشودگی دهانه‌ی f/2.8،  لرزش گیر تصویر اپتیکال و بیشینه‌ی حساسیت سنسور یا ایزو 12,800 این دوربین را کاملاً مناسب عکاسی در شرایط نوری ضعیف کرده است.","pos"
"در ضمن این دوربین یک فلاش Pgr-up بسیار قدرتمند نیز دارد که برد موثر آن به 12.4 متر می‌رسد.","pos"
"در نقد و بررسی HX100v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.","neg"
"زوم کامل اپتیکال در هنگام فیلم برداری مقدور می‌باشد.","pos"
"یا اینکه بین مودهای لرزش گیری Standard Steady Shot یا Active Mode انتخاب کنید که تا 10 برابر بدون هیچ گونه عارضه‌ی جانبی مؤثر تر است.","pos"
"این بسیار بهتر از آن است که برای شروع فیلم برداری نخست مجبور شوید بر روی مود Movie بروید.","pos"
"GPS کاری می‌کند که به همراه هر عکسی که می‌گیرید،  اطلاعات مکانی عکس همانند عرض و طول جغرافیایی و نام آن محل به همراه عکس ثبت شود و در ضمن بعدا برای آپلود آن‌ها بر روی مکان‌های خاصی مثل Google Earth و Google Maps راحت‌تر خواهید بود.","pos"
"همانطور که گفتیم،  دیگر پیشرفت این دوربین نسبت به مدل پیشین،  به بهره‌گیری از پورت PictBridge مربوط می‌شود.","pos"
"با استفاده از PictBridge می‌توانید دوربین را به رایانه متصل کنید و با سرعت بسیار زیادی به انتقال عکس‌ها و فیلم هایی که گرفته اید بپردازید.","pos"
"همچنین این دوربین از کارت‌های Eye Fi نیز پشتیبانی می‌کند که امکان انتقال عکس‌ها و فیلم‌ها به صورت بیسیم به لپ تاپ را میسر می‌سازد.","pos"
"HX200v مجهز به نمایشگر 3 اینچی 921,000 پیکسلی نیز می‌باشد که کیفیتی بسیار بالا را ارائه می‌دهد و یکی از با کیفیت‌ترین نمایشگرهای موجود بر روی دوربین‌های دیجیتال می‌باشد.","pos"
"این بسیار خوب است هرچند که ترجیح می‌دادیم به طرفین هم چرخش می‌کرد.","pos"
"HX100v دوربینی فوق‌العاده پیشرفته و خوب،  و یکی از گران قیمت‌ترین دوربین‌های رده‌ی خود در سال 2011 بود.","pos"
"اما HX200v با توجه به بهبودهایی که داشته،  می‌تواند جایگاه مدل پیشین خود را در سال 2012 حفظ کند و تقریبا بهترین در کلاس خود باشد.","pos"
"به روز رسانی: باتری لیتیوم یونی قابل شارژ این دوربین در هر بار شارژ کامل توانایی شارژدهی برای 400 تا 490 عکس را دارد که مقدار نسبتاً خوبی است.","pos"
"بزرگترین مزیت دوربین‌های سوپرزوم این چنینی،  قابلیت‌های فراوانی است که به شما در عکاسی از چشم اندازهای گسترده تا مناظر بسیار دوردست می‌دهند.","pos"
"برای عکاسی در شرایط نوری ضعیف هم،  گستره‌ی حساسیت سنسور آن از 100 تا 12800 است که کاملاً حرفه‌ای و عالیست.","pos"
"به نظر من نداشتن کفشک فلاش نقص براي کاربران معمولي و کاربران نيمه حرفه اي نيست.","pos"
"چون فلاش خودش بسيار قدرتمند مي باشد و ديگر نياز نيست يه فلاش هميشه تو کيفتون باشه.","pos"
"تو اين 2 هفته که داشتم ازش راضي هستم.","pos"
"من اين دوربينو تازه خريدم    تو اين تايم کمي که دارمش فقط ميتونم بگم   محشره","pos"
"من تازه اين دوربينو خريدم   فقط ميتونم بگم محشره","pos"
